timestamp,open,high,low,close,volume
2025-05-07 04:00:00,1826.48,1833.41,1824.57,1828.63,11847.2511
2025-05-07 05:00:00,1828.62,1830.55,1825.6,1828.21,6695.4119
2025-05-07 06:00:00,1828.21,1834.38,1826.16,1830.61,9854.3595
2025-05-07 07:00:00,1830.62,1838.43,1830.1,1838.24,9614.0243
2025-05-07 08:00:00,1838.23,1844.2,1834.53,1840.69,15972.0386
2025-05-07 09:00:00,1840.69,1845.33,1837.94,1844.04,10739.0758
2025-05-07 10:00:00,1844.03,1847.05,1830.51,1833.71,22220.1757
2025-05-07 11:00:00,1833.72,1837.11,1831.0,1836.35,7757.4396
2025-05-07 12:00:00,1836.35,1837.1,1826.88,1830.7,13298.0094
2025-05-07 13:00:00,1830.69,1835.81,1821.92,1828.9,30176.8385
2025-05-07 14:00:00,1828.9,1833.32,1816.79,1822.21,19395.0483
2025-05-07 15:00:00,1822.21,1825.6,1814.29,1817.31,15664.287
2025-05-07 16:00:00,1817.32,1818.01,1800.05,1811.77,17284.4744
2025-05-07 17:00:00,1811.77,1813.2,1788.84,1796.25,25498.4948
2025-05-07 18:00:00,1796.25,1816.98,1788.78,1806.43,40814.9723
2025-05-07 19:00:00,1806.44,1808.0,1787.01,1795.82,21713.2866
2025-05-07 20:00:00,1795.83,1801.1,1789.12,1798.18,9470.9408
2025-05-07 21:00:00,1798.18,1809.4,1796.33,1802.73,9655.8312
2025-05-07 22:00:00,1802.73,1821.56,1800.79,1817.12,22259.1635
2025-05-07 23:00:00,1817.11,1825.44,1808.29,1811.11,10261.6009
2025-05-08 00:00:00,1811.11,1828.29,1808.71,1827.13,14803.4633
2025-05-08 01:00:00,1827.12,1837.2,1820.0,1822.9,31640.2196
2025-05-08 02:00:00,1822.91,1847.75,1822.91,1841.56,36910.3797
2025-05-08 03:00:00,1841.56,1906.77,1839.0,1901.1,98950.7684
2025-05-08 04:00:00,1901.09,1916.59,1892.91,1893.81,68340.8939
2025-05-08 05:00:00,1893.81,1905.4,1892.2,1896.77,25052.1551
2025-05-08 06:00:00,1896.77,1912.35,1896.0,1911.29,19560.6078
2025-05-08 07:00:00,1911.29,1943.83,1908.37,1928.4,61124.0211
2025-05-08 08:00:00,1928.4,1947.0,1925.9,1934.98,51449.0671
2025-05-08 09:00:00,1934.98,1942.34,1929.81,1941.1,25534.3733
2025-05-08 10:00:00,1941.1,1968.72,1939.22,1961.01,51575.6717
2025-05-08 11:00:00,1961.0,1961.4,1945.21,1957.63,26720.5236
2025-05-08 12:00:00,1957.64,1977.26,1954.27,1959.7,58123.7983
2025-05-08 13:00:00,1959.7,1984.75,1959.5,1976.3,51901.4737
2025-05-08 14:00:00,1976.3,2010.68,1969.16,1989.51,80620.1601
2025-05-08 15:00:00,1989.51,2075.65,1987.81,2051.3,179264.2801
2025-05-08 16:00:00,2051.3,2066.67,2036.64,2050.59,55860.1956
2025-05-08 17:00:00,2050.59,2057.39,2036.71,2046.2,37284.5378
2025-05-08 18:00:00,2046.21,2074.2,2043.96,2067.74,37106.8895
2025-05-08 19:00:00,2067.73,2140.0,2061.28,2117.83,107963.9798
2025-05-08 20:00:00,2117.83,2199.65,2111.6,2185.0,117833.9444
2025-05-08 21:00:00,2185.01,2226.0,2157.75,2179.85,120163.8383
2025-05-08 22:00:00,2179.86,2196.77,2167.15,2179.47,61855.0172
2025-05-08 23:00:00,2179.46,2208.56,2166.29,2207.39,53512.4266
2025-05-09 00:00:00,2207.39,2215.0,2184.33,2200.91,40900.5589
2025-05-09 01:00:00,2200.91,2244.22,2190.14,2206.8,58619.2806
2025-05-09 02:00:00,2206.79,2217.36,2194.35,2216.59,38986.7061
2025-05-09 03:00:00,2216.59,2245.03,2197.07,2205.06,58585.3067
2025-05-09 04:00:00,2205.06,2222.62,2202.8,2213.9,24456.4591
2025-05-09 05:00:00,2213.9,2219.88,2205.71,2215.05,26830.888
2025-05-09 06:00:00,2215.05,2259.85,2214.41,2256.91,62684.5973
2025-05-09 07:00:00,2256.92,2393.0,2256.07,2364.09,208782.4847
2025-05-09 08:00:00,2364.09,2490.77,2357.59,2412.88,311236.2296
2025-05-09 09:00:00,2412.88,2423.7,2292.12,2341.6,216532.0393
2025-05-09 10:00:00,2341.6,2359.6,2329.02,2348.8,70084.3873
2025-05-09 11:00:00,2348.8,2376.17,2314.84,2351.29,91031.2444
2025-05-09 12:00:00,2351.29,2353.27,2325.75,2339.99,49808.9934
2025-05-09 13:00:00,2339.99,2388.23,2329.04,2370.12,60647.8337
2025-05-09 14:00:00,2370.12,2370.12,2271.5,2305.96,104581.9059
2025-05-09 15:00:00,2305.97,2321.6,2282.24,2301.3,56145.3481
2025-05-09 16:00:00,2301.28,2316.07,2274.33,2298.16,46041.4796
2025-05-09 17:00:00,2298.16,2355.2,2294.84,2350.03,43594.0878
2025-05-09 18:00:00,2350.02,2352.65,2328.27,2340.03,18178.3428
2025-05-09 19:00:00,2340.03,2344.41,2308.78,2331.57,22179.1899
2025-05-09 20:00:00,2331.58,2338.37,2329.9,2338.36,2031.8675
