timestamp,open,high,low,close,volume
2025-05-05 17:00:00,145.0,146.05,144.69,145.8,88722.779
2025-05-05 18:00:00,145.8,147.14,145.62,146.7,115656.639
2025-05-05 19:00:00,146.7,147.08,146.36,146.48,111908.917
2025-05-05 20:00:00,146.48,146.6,144.95,145.59,68065.452
2025-05-05 21:00:00,145.59,147.02,145.56,146.69,59255.177
2025-05-05 22:00:00,146.68,147.73,146.67,147.34,71117.143
2025-05-05 23:00:00,147.33,147.57,146.57,146.72,129922.408
2025-05-06 00:00:00,146.72,146.83,145.79,146.13,143750.222
2025-05-06 01:00:00,146.14,146.45,144.64,144.75,63502.574
2025-05-06 02:00:00,144.75,144.99,143.8,144.41,89627.298
2025-05-06 03:00:00,144.4,144.83,144.13,144.63,70416.262
2025-05-06 04:00:00,144.63,145.03,144.32,144.95,47911.402
2025-05-06 05:00:00,144.95,145.26,144.4,144.5,40018.094
2025-05-06 06:00:00,144.49,145.35,144.49,145.34,41344.283
2025-05-06 07:00:00,145.34,145.88,144.93,145.28,75190.25
2025-05-06 08:00:00,145.27,145.28,143.68,144.64,86649.97
2025-05-06 09:00:00,144.63,144.63,143.51,144.35,53741.241
2025-05-06 10:00:00,144.36,144.36,142.9,143.09,103465.73
2025-05-06 11:00:00,143.08,143.65,142.0,142.57,180568.142
2025-05-06 12:00:00,142.57,143.13,142.47,142.99,136081.636
2025-05-06 13:00:00,142.98,143.04,141.41,141.93,140936.289
2025-05-06 14:00:00,141.93,143.96,141.91,142.71,111940.594
2025-05-06 15:00:00,142.7,143.94,142.14,143.18,73188.659
2025-05-06 16:00:00,143.18,143.88,142.42,142.46,125352.76
2025-05-06 17:00:00,142.47,144.37,142.45,143.67,89782.012
2025-05-06 18:00:00,143.67,144.89,143.6,144.85,80569.659
2025-05-06 19:00:00,144.84,145.28,144.54,144.85,85744.984
2025-05-06 20:00:00,144.85,145.03,143.64,144.01,68320.911
2025-05-06 21:00:00,144.01,144.65,143.52,144.49,74502.988
2025-05-06 22:00:00,144.48,146.79,144.44,146.13,232424.065
2025-05-06 23:00:00,146.12,147.23,145.57,146.88,137280.91
2025-05-07 00:00:00,146.89,149.2,146.65,149.03,238302.046
